Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,About Us,Products and Services
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Hoppers Crossing Veterinary Clinic & Hospital,https://www.yellowpages.com.au/vic/hoppers-crossing/hoppers-crossing-veterinary-clinic-hospital-12400472-listing.html,(03) 9748 6644,hopperscrossingvet@netspace.net.au,http://www.hopperscrossingvet.com.au,5 Barber Dr,Hoppers Crossing,VIC,3029.0,"5 Barber Dr, Hoppers Crossing VIC 3029","About Hoppers Crossing Veterinary Clinic & Hospital
Hoppers Crossing Veterinary Clinic & Hospital provides friendly and caring support for pets in Werribee, Tarneit, Point Cook and the Wyndham areas.
Payment Methods
Cash
EFT
EFTPOS
Mastercard
Visa
Established
1994","Hours of Operation
Open Monday - Friday, Open Saturdays, Open Sundays
Product
Birds, Cats, Dogs, Domestic, Exotics, Ferrets, Guinea Pigs, Mice, Rabbits, Rats
Services
Anaesthesia, Behaviour Consultations, Blood Tests, De-sexing, De-worming, Dental Checks, Dentistry, ECGs, Endoscopy, Euthanasia, Examinations, Haematology, Hospitalisation, Microchipping, Nutrition Counselling, Preventive Care, Ultrasounds, Vaccinations, X-rays
Offering
Diet Foods, Puppy Classes, Puppy Pre-school, Small Animals
Features
Air Conditioned, Animal Clinics, Animal Hospitals, Consultations, Heating, Isolation Areas, Laboratory
Issues
Allergies, Arthritis, Behaviour, Diseases, Ears, Eyes, Fleas, Heartworm, Injuries, Itchiness, Pain, Ringworm, Soft Tissue Disorders, Ticks, Trauma, Weight, Worms
Catering To
Behaviour Management, Cardiology, Dermatology, Geriatrics, Internal Medicine, Neurology, Ophthalmology, Orthopaedics, Pathology, Radiography, Radiology, Surgery, Ultrasonography"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,VAFtech,https://www.yellowpages.com.au/vic/collingwood-north/vaftech-15116698-listing.html,(03) 9417 4684,help@VAFtech.com.au,http://vaftech.com.au,,Collingwood North,VIC,3066,Collingwood North VIC 3066,"About VAFtech
VAFtech is a Collingwood based mobile IT support business that provides quality service to clients. IT problems are broad, ranging from simple issues to complex
ABN
51 110 662 103
ACN
110 662 103
Staff
1-10
Established
2004
Also trades as
VAFtech","Brand
Apple, Apple iPad, Apple iPad Mini, Canon, Compaq, Dell, Hewlett-Packard, Intel, Microsoft"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Catch-E Pty Ltd,https://www.yellowpages.com.au/vic/oakleigh-south/catch-e-pty-ltd-14398800-listing.html,(03) 9017 3520,sales@catch-e.com.au,http://www.catch-e.com.au,Level 1 30 Coora Rd,Oakleigh South,VIC,3167.0,"Level 1 30 Coora Rd, Oakleigh South VIC 3167","About Catch-E Pty Ltd
Catch-e provides & supports leasing & fleet management software that is rich in functionality and features. It is affordable, easy to implement & user friendly.",No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Patterson Lakes Animal Hospital,https://www.yellowpages.com.au/vic/patterson-lakes/patterson-lakes-animal-hospital-12169159-listing.html,(03) 9772 0300,plah1@bigpond.com,,Cnr McLeod Rd and Gladesville Blv,Patterson Lakes,VIC,3197.0,"Cnr McLeod Rd and Gladesville Blv, Patterson Lakes VIC 3197","About Patterson Lakes Animal Hospital
We've been offering care and support for your 4 legged friends since 1996.
Payment Methods
Cash
Cheques
ABN
19 925 771 774
Staff
1-10
Legal ID
Behaviour management & consultation","Hours of Operation
Flexible Hours, Open Monday - Friday
Product
Cats, Dogs
Services
Behaviour Consultations, Examinations, Nursing Care, Nutrition Counselling, Preventive Care, Vaccinations
Features
Animal Clinics, Consultations, Locally Operated, Locally Owned, Quotes, Registered
Issues
Allergies, Back, Behaviour, Diseases, Ears, Injuries, Itchiness, Pain, Weight
Catering To
Behaviour Management, Surgery"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,IT Trust Solutions,https://www.yellowpages.com.au/vic/mooroolbark/it-trust-solutions-1000002259307-listing.html,0451 004 242,support@ittrustsolutions.com.au,https://ittrustsolutions.com.au,,Mooroolbark,VIC,3138,Mooroolbark VIC 3138,"About IT Trust Solutions
We are the computer support professionals who care about the health of your computer software and hardware.
Also trades as
IT Trust Solutions",No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,DF IT Solutions,https://www.yellowpages.com.au/vic/caulfield-south/df-it-solutions-15012204-listing.html,(03) 9576 1155,info@dfit.com.au,http://www.dfit.com.au,342 Hawthorn Rd,Caulfield South,VIC,3162.0,"342 Hawthorn Rd, Caulfield South VIC 3162",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Glenelg Veterinary Services,https://www.yellowpages.com.au/vic/casterton/glenelg-veterinary-services-11870199-listing.html,(03) 5581 2000,glenelgvet@bigpond.com,https://glenelgvetservices.com.au,82 Henty St,Casterton,VIC,3311.0,"82 Henty St, Casterton VIC 3311",No information available,"Catering To
Surgery
Features
Animal Clinics
Offering
Small Animals"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Open IT Solutions,https://www.yellowpages.com.au/vic/melbourne/open-it-solutions-1000000726836-listing.html,0401 664 583,support@open-it.com.au,http://www.open-it.com.au,Level 9/ 440 Collins St,Melbourne,VIC,3000.0,"Level 9/ 440 Collins St, Melbourne VIC 3000",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Central System Solutions,https://www.yellowpages.com.au/vic/carlton/central-system-solutions-15166847-listing.html,0488 499 940,support@systemsolutions.com.au,http://www.systemsolutions.com.au,L 1 152 Queensberry St,Carlton,VIC,3053.0,"L 1 152 Queensberry St, Carlton VIC 3053",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,IT network Support - Communicat,https://www.yellowpages.com.au/vic/west-melbourne/it-network-support-communicat-15162952-listing.html,(03) 9320 0000,info@totalnetworksupport.com.au,http://www.totalnetworksupport.com.au,541 King St,West Melbourne,VIC,3003.0,"541 King St, West Melbourne VIC 3003",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,DockCom Computers Melbourne Docklands,https://www.yellowpages.com.au/vic/docklands/dockcom-computers-melbourne-docklands-15187227-listing.html,(03) 9008 7908,service@dockcom.com.au,http://www.dockcom.com.au,,Docklands,VIC,3008,Docklands VIC 3008,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Cogenesis Business Group Pty Ltd,https://www.yellowpages.com.au/vic/southbank/cogenesis-business-group-pty-ltd-14883927-listing.html,(03) 9005 3030,contact@cogenesis.com.au,http://www.cogenesis.com.au,59 Haig St,Southbank,VIC,3006.0,"59 Haig St, Southbank VIC 3006",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,iT Support Squad,https://www.yellowpages.com.au/vic/north-melbourne/it-support-squad-15189271-listing.html,1300 858 909,info@itsupportsquad.com,http://www.itsupportsquad.com,64 Munster Tce,North Melbourne,VIC,3051.0,"64 Munster Tce, North Melbourne VIC 3051",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Tech Seek Small Business IT Support,https://www.yellowpages.com.au/vic/moonee-ponds/tech-seek-small-business-it-support-14315814-listing.html,1300 711 841,contactus@techseek.com.au,http://www.techseek.com.au,. .,Moonee Ponds,VIC,3039.0,". ., Moonee Ponds VIC 3039",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Microcom IT,https://www.yellowpages.com.au/vic/carnegie/microcom-it-15148293-listing.html,0416 259 044,izzy@microcomit.com.au,http://www.microcomit.com.au,,Carnegie,VIC,3163,Carnegie VIC 3163,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,VISTA IT,https://www.yellowpages.com.au/vic/cheltenham/vista-it-15154820-listing.html,0438 159 992,juhani@vistait.com.au,http://www.vistait.com.au,8 Mayne St,Cheltenham,VIC,3192.0,"8 Mayne St, Cheltenham VIC 3192",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Digital Gearnet,https://www.yellowpages.com.au/vic/werribee/digital-gearnet-14922983-listing.html,0430 943 232,aman@digitalgearnet.com.au,http://digitalgearnet.com.au,,Werribee,VIC,3030,Werribee VIC 3030,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,IT Wifi Pty Ltd,https://www.yellowpages.com.au/vic/ferntree-gully/it-wifi-pty-ltd-1000000769132-listing.html,(03) 9758 0320,info@itwifi.com.au,http://www.itwifi.com.au,88 Station St,Ferntree Gully,VIC,3156.0,"88 Station St, Ferntree Gully VIC 3156",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Fix IT Wizz,https://www.yellowpages.com.au/vic/mornington/fix-it-wizz-15138035-listing.html,1300 300 938,sales@fixitwizz.com.au,http://www.fixitwizz.com.au,,Mornington,VIC,3931,Mornington VIC 3931,No information available,No information available
